record_num,ground_truth,consensus_correct,trend_trust,pattern_trust,anomaly_trust
44,False,True,0.9081713263556429,0.8823209338886998,1.0
45,False,True,0.9086585415461657,0.8843062318041777,1.0
46,False,True,0.9092820490936767,0.8863011405386536,1.0
47,False,True,0.9100205108509757,0.8882960264847883,1.0
48,False,True,0.9108551944597557,0.8902827503669217,1.0
49,True,True,0.9117696750137801,0.8922544753302295,1.0
50,False,True,0.9127495702575001,0.8942054983854418,1.0
51,False,True,0.9137823055394425,0.8961311023930515,1.0
52,True,True,0.9148569051741775,0.8970840298895953,1.0
53,False,True,0.9150378813234264,0.8981163676413766,1.0
54,False,True,0.9153522750092656,0.8992138217863299,1.0
55,False,True,0.9157813332226248,0.9003638681791255,1.0
56,False,True,0.916308463058257,0.9015555515366516,1.0
57,False,True,0.9169189960627762,0.902779306727814,1.0
58,False,True,0.9175999778124309,0.9040267997838463,1.0
59,True,True,0.9183399800311878,0.9052907864721284,1.0
60,False,True,0.9191289328477412,0.9065649865134401,1.0
61,False,True,0.9199579750468381,0.9078439717330639,1.0
62,False,True,0.9208193203992971,0.9091230666232496,1.0
63,False,True,0.9217061383593675,0.9103982599609246,1.0
